HS_CODE,Name,Eng_Name,,
2933999090,기타,Other,,
2934101000,아미노티아졸과 그 유도체,Aminothiazole and its derivative,,
29341090,기타,Other,,
2934109010,농약원제(農藥原劑)(□농약관리법□에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2934109090,기타,Other,,
2934201000,벤조티아졸,Benzothiazole,,
2934202000,머캐프토 벤조티아졸,Mercaptobenzothiazole,,
2934203000,디벤조티아졸린 디술파이드,Dibenzothiazolyl disulphide,,
29342090,기타,Other,,
2934209010,농약원제(農藥原劑)(□농약관리법□에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2934209090,기타,Other,,
2934301000,페노티아진(티오디페닐아민),Phenothiazine (thiodiphenyl amine),,
2934309000,기타,Other,,
2934910000,아미노렉스(INN)ㆍ브로티졸람(INN)ㆍ클로티아제팜(INN)ㆍ클록사졸람(INN)ㆍ덱스트로모라마이드(INN)ㆍ할록사졸람(INN)ㆍ케타졸람(INN)ㆍ메소카브(INN)ㆍ옥사졸람(INN)ㆍ페몰린(INN)ㆍ펜디메트라진(INN)ㆍ펜메트라진(INN)ㆍ서펜타닐(INN)과 이들의 염,"Aminorex (INN), brotizolam (INN), clotiazepam (lNN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts thereof",,
2934991000,모르포린,Morpholine,,
2934992000,"핵산, 이들의 염과 유도체","Nucleic acids, their salts and derivatives",,
2934993000,7-아미노세팔로스포린산,7-Aminocephalosporanic acid,,
29349990,기타,Other,,
2934999010,농약원제(農藥原劑)(□농약관리법□에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2934999090,기타,Other,,
2935100000,엔-메틸과불화옥탄 술폰아미드,N-Methylperfluorooctane sulphonamide,,
2935200000,엔-에틸과불화옥탄 술폰아미드,N-Ethylperfluorooctane sulphonamide,,
2935300000,엔-에틸-엔-(2-히드록시에틸)과불화옥탄 술폰아미드,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,,
2935400000,엔-(2-히드록시에틸)-엔-메틸과불화옥탄 술폰아미드,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,,
2935500000,그 밖의 과불화옥탄 술폰아미드,Other perfluorooctane sulphonamides,,
2935901000,2-아미노-엔-에틸벤젠 술폰아닐리드,2-amino-n-ethylbenzene sulfonanilide,,
2935902000,술파메톡사졸,Sulfamethoxazole,,
29359030,그 밖의 파라아미노벤젠 술폰아미드의 유도체,Other derivatives of para-aminobenzene sulphonamide,,
2935903010,술파티아졸,Sulphathiazole,,
2935903090,기타,Other,,
29359090,기타,Other,,
2935909010,농약원제(農藥原劑)(?농약관리법?에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2935909090,기타,Other,,
2936210000,비타민 A와 이들의 유도체,Vitamins A and their derivatives,,
2936220000,비타민 B1과 이들의 유도체,Vitamin B1 and its derivatives,,
2936230000,비타민 B2와 이들의 유도체,Vitamin B2 and its derivatives,,
2936240000,디-판토텐산이나 디엘-판토텐산(비타민 B3나 비타민 B5)과 이들의 유도체,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,,
2936250000,비타민 B6와 이들의 유도체,Vitamin B6 and its derivatives,,
2936260000,비타민 B12와 이들의 유도체,Vitamin B12 and its derivatives,,
2936271000,아스코르브산,Ascorbic acid,,
2936272000,아스코르브산나트륨,Sodium ascorbate,,
2936273000,아스코르브산 칼슘,Calcium ascorbate,,
2936279000,기타,Other,,
2936281000,초산알파토코페롤,Alpha-tocopherol acetate,,
2936289000,기타,Other,,
29362910,비타민 B9과 이들의 유도체,Vitamin B9 and its derivatives,,
2936291010,비타민 B9,Vitamin B9,,
2936291090,기타,Other,,
2936292000,비타민 D와 이들의 유도체,Vitamins D and their derivatives,,
2936293000,비타민 H와 이들의 유도체,Vitamin H and its derivatives,,
2936294000,비타민 K와 이들의 유도체,Vitamins K and their derivatives,,
2936295000,니코틴아미드와 이들의 유도체,Nicotinamide and its derivatives,,
2936299000,기타,Other,,
2936901000,프로비타민(혼합하지 아니한 것으로 한정한다),"Provitamins, unmixed",,
2936909000,기타,Other,,
2937111000,소호 제2933.9호나 제2934.9호의 것,Of subheading 2933.9 or 2934.9,,
2937119000,기타,Other,,
2937120000,인슐린과 그 염,Insulin and its salts,,
2937191000,"소호 제2933.9호, 제2934.9호의 것",Of subheading 2933.9 or 2934.9,,
2937199000,기타,Other,,
2937211000,코르티손,Cortisone,,
2937212000,히드로코르티손,Hydrocortisone,,
2937213000,프레드니손,Prednisone,,
2937214000,프레드니소론,Prednisolone,,
2937220000,코르티코스테로이드 호르몬의 할로겐화 유도체,Halogenated derivatives of corticosteroidal hormones,,
2937230000,에스트로겐과 프로게스토겐,Oestrogens and progestogens,,
2937292000,소호 제2914.50호의 것,Of subheading 2914.50.,,
2937299000,기타,Other,,
2937501000,"소호 제2918.17호, 제2918.19호, 제2918.9호의 것","Of subheading 2918.17, 2918.19 or 2918.9",,
2937502000,소호 제2934.9호의 것,Of subheading 2934.9,,
2937509000,기타,Other,,
2937901000,"소호 제2933.9호, 제2934.9호의 것",Of subheading 2933.9 or 2934.9,,
2937902,"카테콜아민 호르몬, 이들의 유도체와 이와 유사한 구조를 가지는 것","Catecholamine hormones, their derivatives and structural analogues",,
2937902100,에피네프린,Epinephrine,,
29379029,기타,Other,,
2937902910,소호 제2922.50호의 것,Of subheading 2922.50,,
2937902990,기타,Other,,
2937903000,아미노산 유도체,Amino-acid derivatives,,
2937909000,기타,Other,,
2938101000,루토시드(루틴),Rutoside (rutin),,
2938102000,루토시드의 유도체,Derivatives of rutoside,,
2938901000,디기탈리스 글리코시드,Digitalis glycosides,,
2938902000,글리시리진과 글리시리제이트,Glycyrrhizin and glycyrrhizates,,
2938903000,사포닌,Saponins,,
2938904000,스테비오사이드,Stevioside,,
2938909000,기타,Other,,
2939111000,모르핀,Morphine,,
2939112000,에틸모르핀,Ethylmorphine,,
2939113000,코데인,Codeine,,
2939114000,양귀비 줄기 농축물(전중량의 100분의 50 이상의 알칼로이드를 함유하는 것으로 한정한다),Concentrates of poppy straw containing not less than 50 % by weight of alkaloids,,
2939119000,기타,Other,,
2939190000,기타,Other,,
2939200000,"기나의 알칼로이드와 이들의 유도체, 이들의 염",Alkaloids of cinchona and their derivatives; salts thereof,,
2939300000,카페인과 그 염,Caffeine and its salts,,
2939411000,에페드린,Ephedrines,,
2939419000,에페드린의 염,Salts of ephedrines,,
2939421000,슈도에페드린(INN),Pseudoephedrine (INN),,
2939429000,슈도에페드린의 염,Salts of pseudoephedrine,,
2939430000,캐친(INN)과 그 염,Cathine (INN) and its salts,,
2939440000,놀에페드린과 그 염,Norephedrine and its salts,,
2939490000,기타,Other,,
2939510000,페네틸린(INN)과 그 염,Fenetylline (INN) and its salts,,
2939590000,기타,Other,,
2939611000,엘고메트린(INN),Ergometrine (INN),,
2939619000,엘고메트린(INN)의 염,Salts of ergometrine (INN),,
2939621000,엘고타민(INN),Ergotamin (INN),,
2939629000,엘고타민(INN)의 염,Salts of ergotamin (INN),,
2939631000,리세르그산,Lysergic acid,,
2939639000,리세르그산의 염,Salts of lysergic acid,,
2939690000,기타,Other,,
2939710000,코카인ㆍ엑고닌ㆍ레보메탐페타민ㆍ메탐페타민(INN)ㆍ메탐페타민 레이스메이트 및 이들의 염ㆍ에스테르ㆍ그 밖의 유도체,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",,
2939791000,니코틴과 그 염,Nicotine and its salts,,
2939799000,기타,Other,,
29398010,"비리디카틴, 루구로바신 에이, 스포리데스민 에이, 사이토칼라신 비, 테올로시딘 비4, 페니트렘 디, 로퀘포르틴, 사만다린, 에파비티딘, 카스토라민, 무스코피리딘, 코시넬린, 피라진, 다나이돈, 글로메린, 에필라크네네, 서브코시넬라 24-푼크타타, 바라신, 만자민, 콘볼루타민 디, 유디스토민, 프로시아닌","Viridicatin, Rugulovasine A, sporidesmin A, cytochalasin b, teolocidin B4, penitrem D, roquefortine, samandarine, epabitidine, Castoramine, muscopyridine, Coccinelline, pyrazine, danaidone, glomerine, epilachnene, subcoccinella 24-punctata, Varacin, manzamine, convolutamine D,  Eudistomin, and Procyanine",,
2939801010,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2939801090,기타,Other,,
2939802000,"히스트리노코톡신, 테트로도톡신",Histrinocotoxin and tetrodotoxin,,
2939809000,기타,Other,,
29400010,당류,Sugars,,
2940001010,갈락토오스,Galactose,,
2940001020,소르보오스,Sorbose,,
2940001030,키실로오스,Xylose,,
2940001090,기타,Other,,
29400020,당에테르ㆍ당아세탈ㆍ당에스테르와 이들의 염,"Sugars ethers, sugar acetals and sugar esters and their salts",,
2940002010,히드록시프로필 슈크로오스,Hydroxypropyl sucrose,,
2940002090,기타,Other,,
2941101000,페니실린 지(G) 칼륨,Penicilline G potassium,,
29411090,기타,Other,,
2941109010,페니실린 지(G) 나트륨,Penicilline G sodium,,
2941109020,페니실린 브이(V),Penicilline V,,
2941109090,기타,Other,,
2941201000,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2941209000,기타,Other,,
2941301000,클로로 테트라사이클린,Chlorotetracycline,,
2941302000,염산 옥시 테트라사이클린,Oxy-tetracycline hydrochloride,,
2941303000,염산 클로로 테트라사이클린,Chlorotetracycline hydrochloride,,
2941309000,기타,Other,,
2941400000,"클로람페니콜과 그 유도체, 이들의 염",Chloramphenicol and its derivatives; salts thereof,,
2941501000,에리즈로마이신 티오시아네이트,Erythromycin thiocyanate,,
2941509000,기타,Other,,
2941902000,11-알파클로로-6-데옥시-6-데메틸-6-메틸렌-5-옥시테트라시클린-파라톨루엔술포네이트,11-alpha-chloro-6-deoxy-6-demethyl-6-methylene-5-oxytetracycline-paratoluene sulfonate,,
29419090,기타,Other,,
2941909010,황산 카나마이신,Kanamycine sulfate,,
2941909020,레더마이신,Ledermycine,,
2941909030,황산 겐타마이신,Gentamycine sulfate,,
2941909040,류코마이신,Leucomycin,,
294190909,기타,Other,,
2941909091,농약원제(農藥原劑)(□농약관리법□에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),,
2941909099,기타,Other,,
2942001000,케텐,Ketenes,,
29420090,기타,Other,,
2942009010,아세트 아비산 동,Copper acetoarsenite,,
2942009090,기타,Other,,
3001201000,선(腺) 추출물,Gland extracts,,
3001202000,간장 추출물,Liver extracts,,
3001203000,담낭 추출물,Gall bag extracts,,
3001204000,췌장 추출물,Pancreas extracts,,
3001205000,위장 추출물,Stomach extracts,,
3001209000,기타,Other,,
30019010,피부와 뼈(이식용으로 한정한다),Skin and bone grafts,,
3001901010,인체의 것,Of human body,,
3001901090,기타,Other,,
30019020,"선과 그 밖의 기관(건조한 것으로 한정하며, 분상으로 된 것인지에 상관없다)","Glands and other organs, dried, whether or not powdered",,
3001902010,웅담,Bear＇s gall,,
3001902090,기타,Other,,
30019090,기타,Other,,
3001909010,헤파린과 그 염,Heparin and its salts,,
3001909020,인체의 것,Of human body,,
3001909090,기타,Other,,
3002110000,말라리아 진단 테스트 키트,Malaria diagnostic test kits,,
3002121000,"혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것","Preparations of blood fractions, and medications put up in measured doses or in forms or packings for retail sale",,
30021290,기타,Other,,
3002129010,면역혈청,Antisera,,
300212902,헤모글로빈과 글로불린(globulin),Haemoglobin and globulins,,
3002129021,헤모글로빈,Haemoglobin,,
3002129022,글로불린(globulin),Globulins,,
3002129030,트롬빈(thrombin)과 프로트롬비나제(prothrombinase),Thrombin and prothrombinase,,
3002129040,혈청과 혈장(합성인 것은 제외한다),Serums and blood plasma (excluding reproduced by synthesis),,
3002129090,기타,Other,,
3002131000,"소호 제2925.29호, 제2933.29호, 제2934.99호, 제2937.90.1000호, 제3002.90.3010호, 제3907.20호의 것[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)는 제외한다]","Of subheading 2925.29, 2933.29, 2934.99, 2937.90.1000, 3002.90.3010 or 3907.20[excluding materials for manufacturing agricultural chemicals (registered materials under the Agricultural Chemicals Management Act)]",,
3002139000,기타,Other,,
3002141000,"소호 제2925.29호, 제2933.29호, 제2934.99호, 제2937.90.1000호, 제3002.90.3010호, 제3907.20호의 것[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)는 제외한다]","Of subheading 2925.29, 2933.29, 2934.99, 2937.90.1000, 3002.90.3010 or 3907.20[excluding materials for manufacturing agricultural chemicals (registered materials under the Agricultural Chemicals Management Act)]",,
3002149000,기타,Other,,
3002150000,"면역물품(일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것에 한정한다)","Immunological products, put up in measured doses or in forms or packings for retail sale",,
3002191000,"소호 제2925.29호, 제2933.29호, 제2934.99호, 제2937.90.1000호, 제3002.90.3010호, 제3907.20호의 것[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)는 제외한다]","Of subheading 2925.29, 2933.29, 2934.99, 2937.90.1000, 3002.90.3010 or 3907.20[excluding materials for manufacturing agricultural chemicals (registered materials under the Agricultural Chemicals Management Act)]",,
3002199000,기타,Other,,
3002200000,백신(인체의약용으로 한정한다),Vaccines for human medicine,,
3002301000,구제역 백신,Vaccines against foot and mouth disease,,
3002309000,기타,Other,,
3002901000,사람의 피,Human blood,,
3002902000,동물의 피(치료용ㆍ예방용ㆍ진단용으로 조제한 것으로 한정한다),"Animal blood (prepared for therapeutic, prophylactic or diagnostic uses)",,
30029030,"독소, 톡소이드(toxoid), 크리프독소(crypto-toxin), 항독소(anti-toxin)","Toxins, toxoids, cryptotoxins and anti-toxins",,
3002903010,색시톡신(saxitoxin),Saxitoxin,,
3002903020,리신(ricin),Ricin,,
3002903090,기타,Other,,
3002904000,미생물 배양체,Microbial culture,,
3002905000,바이러스와 항바이러스,Virus and anti-virus,,
3002906000,살균소,Bacteriophage,,
3002907000,제2933.29호의 것[농약원제(農藥原劑)(□농약관리법□에 따라 등록된 것으로 한정한다)은 제외한다],Of subheading 2933.29[excluding materials for manufacturing agricultural chemicals (registered materials under the Agricultural Chemicals Management Act)],,
3002908000,"소호 제3002.12.1000호, 제3002.12.9021호, 제3002.12.9022호, 3002.12.9030호의 것","Of subheading 3002.12.1000, 3002.12.9021, 3002.12.9022, 3002.12.9030",,
3002909000,기타,Other,,
3003101000,페니실린이나 이들의 유도체(페니실린산 구조를 가진 것)을 함유하는 것,"Containing penicillines or derivatives thereof, with a penicillanic acid structure",,
3003102000,스트렙토마이신이나 이들의 유도체를 함유한 것,Containing streptomycins or their derivatives,,
3003201000,항결핵제와 항암제,Anti-tuberculosis preparations and anti-cancer preparations,,
3003209000,기타,Other,,
3003310000,인슐린을 함유한 것,Containing insulin,,
30033910,뇌하수체 호르몬제제,Preparations containing pituitary hormones,,
3003391010,뇌하수체 전엽 호르몬제제,Preparations containing pituitary (anterior) hormones,,
3003391020,뇌하수체 후엽 호르몬제제,Preparations containing pituitary (posterior) hormones,,
3003395000,부신피질 호르몬제제,Preparations containing adrenal cortical hormones,,
3003397000,남성 호르몬제제,Preparations containing male sex hormones,,
3003398000,난포와 황체 호르몬제제,"Preparations containing estrogens and gestagens, progestins",,
3003399000,기타,Other,,
3003410000,에페드린 또는 그 염을 함유한 것,Containing ephedrine or its salts,,
3003420000,슈도에페드린(INN) 또는 그 염을 함유한 것,Containing pseudoephedrine (INN) or its salts,,
3003430000,놀에페드린 또는 그 염을 함유한 것,Containing norephedrine or its salts,,
3003491000,항암제,Anti-cancer preparations,,
3003499000,기타,Other,,
3003600000,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다),"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,
3003901000,항결핵제ㆍ구충제ㆍ항암제,"Anti-tuberculosis preparations, anthelmintic preparations and anticancer preparations",,
3003909,기타,Other,,
3003909100,아스피린제제,Preparations containing aspirin,,
3003909200,항히스타민제제,Preparations containing anti-allergic agents,,
3003909300,비타민제제,Preparations containing vitamins,,
3003909400,녹용제제,Preparations containing antler,,
3003909500,인삼제제,Preparations containing ginseng,,
3003909900,기타,Other,,
3004101000,페니실린이나 이들의 유도체(페니실린산 구조를 가진 것)을 함유하는 것,"Containing penicillins or derivatives thereof, with a penicillanic acid structure",,
3004102000,스트렙토마이신이나 이들의 유도체를 함유한 것,Containing streptomycins or their derivatives,,
3004201000,항결핵제ㆍ구충제ㆍ항암제,"Anti-tuberculosis preparations, anthelmintic preparations and anti-cancer preparations",,
3004209,기타,Other,,
3004209100,클로람페니콜제제,Preparations containing chloramphenicol,,
3004209200,에리트로마이신제제,Preparations containing erythromycin,,
3004209300,옥시테트라 사이클린제제,Preparations containing oxy-tetracycline,,
3004209400,카나마이신제제,Preparations containing kanamycin,,
3004209900,기타,Other,,
3004310000,인슐린을 함유한 것,Containing insulin,,
3004320000,코르티코스테로이드(corticosteroid) 호르몬을 함유한 것과 이들의 유도체나 그와 유사한 구조를 가지는 것,"Containing corticosteroid hormones, their derivatives or structural analogues",,
30043910,뇌하수체 호르몬제제,Preparations containing pituitary hormones,,
3004391010,뇌하수체 전엽 호르몬제제,Preparations containing pituitary (anterior) hormones,,
3004391020,뇌하수체 후엽 호르몬제제,Preparations containing pituitary (posterior) hormones,,
3004392000,수액선 호르몬제제,Preparations containing salivary gland hormones,,
3004393000,갑상샘과 부갑상샘 호르몬제제,Preparations containing thyroid and parathyroid hormones,,
3004394000,단백동화 스테로이드제제,Preparations containing anabolic steroids,,
3004395000,부신수질 호르몬제제,Preparations containing adrenal medulla hormones,,
3004396000,남성 호르몬제제,Preparations containing male sex hormones,,
3004397000,난포와 황체 호르몬제제,"Preparations containing estrogens and gestagens, progestins",,
3004399000,기타,Other,,
3004410000,에페드린 또는 그 염을 함유한 것,Containing ephedrine or its salts,,
3004420000,슈도에페드린(INN) 또는 그 염을 함유한 것,Containing pseudoephedrine (INN) or its salts,,
3004430000,놀에페드린 또는 그 염을 함유한 것,Containing norephedrine or its salts,,
3004491000,항암제,Anti-cancer preparations,,
30044920,"코카인제제, 맥각알칼로이드제제와 니코틴제제","Prparations containing cocaine,alkaloids of rye ergot and nicotine",,
3004492010,코카인제제,Preparations containing cocaine,,
3004492020,맥각알칼로이드제제,Preparations containing alkaloids of rye ergot,,
3004492030,니코틴제제,Preparations containing nicotine,,
3004493000,아트로핀과 호마트로핀제제,Preparations containing atropine and homatropine,,
3004499000,기타,Other,,
3004501000,비타민 A제제,Preparations containing vitamin A,,
30045020,비타민 B제제,Preparations containing vitamin B,,
3004502010,비타민 B1제제,Preparations containing vitamin B1,,
3004502090,기타,Other,,
3004503000,비타민 C제제,Preparations containing vitamin C,,
3004504000,비타민 D제제,Preparations containing vitamin D,,
3004505000,비타민 E제제,Preparations containing vitamin E,,
3004506000,비타민 H제제,Preparations containing vitamin H,,
3004507000,비타민 K제제,Preparations containing vitamin K,,
3004509000,기타,Other,,
3004600000,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다),"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,
3004901000,항결핵제ㆍ구충제ㆍ항암제,"Anti-tuberculosis preparations, anthelmintic preparations and anti-cancer preparations",,
3004909,기타,Other,,
3004909100,아스피린제제,Preparations containing aspirin,,
3004909200,항히스타민제제,Preparations containing anti-allergic agents,,
3004909300,녹용제제,Preparations containing antler,,
3004909400,인삼제제,Preparations containing ginseng,,
3004909500,로열젤리 제제,Preparations containing royal jelly,,
3004909900,기타,Other,,
3005101000,반창고,Adhesive plasters,,
3005109000,기타,Other,,
3005901000,탈지면,Waddings,,
3005902000,거즈,Gauze,,
3005903000,붕대,Bandages,,
3005904000,조제 드레싱과 습포제,Prepared dressings and poultices,,
3005909000,기타,Other,,
30061010,살균한 외과용 캣거트(catgut)와 이와 유사한 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다),"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns)",,
3006101010,살균한 외과용 캣거트(catgut),Sterile surgical catgut,,
3006101020,살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다),Sterile suture materials (including sterile absorbable surgical or dental yarns),,
3006102000,살균한 외과용 수술상처의 봉합용 접착제,Sterile tissue adhesives for surgical wound closure,,
3006103000,살균한 라미나리아와 살균한 라미나리아의 텐트,Sterile laminaria and sterile laminaria tents,,
3006104000,살균한 외과용이나 치과용 흡수성 지혈제,Sterile absorbable surgical or dental haemostatics,,
30061050,살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다),"Sterile surgical or dental adhesion barriers, whether or not absorbable",,
3006105010,플라스틱으로 만든 것,Of plastics,,
3006105020,메리야스 편물이나 뜨개질 편물로 만든 것,Of knitted or crocheted fabrics,,
3006105090,기타,Other,,
3006200000,혈액형 분류용 시약,Blood-grouping reagents,,
3006301000,엑스선 검사용 조영제,Opacifying preparations for X-ray examination,,
3006302000,진단용 시약(환자 투여용),Diagnostic reagents (designed to be administered to the patient),,
3006401000,치과용 시멘트,Dental cements,,
3006402000,치과용 충전제,Dental fillings,,
3006403000,뼈 형성용 시멘트,Bone reconstruction cements,,
3006500000,구급상자와 구급대,First-aid boxes and kits,,
3006600000,제2937호의 호르몬과 기타 제품이나 살정자제(殺精子劑)를 기본 재료로 하는 피임성의 화학조제품,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,
3006700000,외과수술이나 신체검사를 할 때 신체 각 부분의 윤활제로 사용되거나 신체와 의료기기 사이의 접착약품으로서 사람이나 수의약에 사용되는 겔(gel) 조제품,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,
3006910000,장루(腸瘻)용으로 인정되는 기구,Appliances identifiable for ostomy use,,
30069210,제3001호의 것,Of heading 30.01,,
3006921010,피부와 뼈(이식용으로 한정한다),Skin and bone grafts,,
3006921090,기타,Other,,
30069220,제3002호의 것,Of heading 30.02,,
3006922010,"혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것","Preparations of blood fractions, and medications put up in measured doses or in forms or packings for retail sale",,
3006922020,헤모글로빈과 글로불린(globulin),Haemoglobin and globulins,,
300692203,색시톡신(saxitoxin)과 리신(ricin),Saxitoxin and ricin,,
3006922031,색시톡신(saxitoxin),Saxitoxin,,
3006922032,리신(ricin),Ricin,,
3006922090,기타,Other,,
3006923000,제3003호와 제3004호의 것,Of heading 30.03 or 30.04,,
3006924000,제3005호와 제3006호의 것,Of heading 30.05 or 30.06,,
3006925000,"소호 제3824.84호부터 제3824.88호까지, 제3824.91호, 제3824.99호의 것","Of subheading 3824.84 to 3824.88, 3824.91 or 3824.99",,
31010010,동물성 비료,Animal fertilisers,,
3101001010,구아노(guano),Guano,,
3101001090,기타,Other,,
3101002000,식물성 비료,Vegetable fertilisers,,
3101003000,동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료,Fertilisers produced by the mixing or chemical treatment of animal or vegetable products,,
3102101000,비료나 비료제조용,Agricultural fertilizers or for manufacturing agricultural fertilizers,,
3102109000,기타,Other,,
3102210000,황산암모늄,Ammonium sulphate,,
3102291000,황산암모늄과 질산암모늄의 겹염,Double salts of ammonium sulphate and ammonium nitrate,,
3102292000,황산암모늄과 질산암모늄의 혼합물,Mixtures of ammonium sulphate and ammonium nitrate,,
3102300000,질산암모늄(수용액의 것인지에 상관없다),"Ammonium nitrate, whether or not in aqueous solution",,
3102400000,질산암모늄의 혼합물(탄산칼슘이나 그 밖의 비료성분이 아닌 무기물을 첨가한 것으로 한정한다),Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,,
3102501000,천연의 것,Natural,,
3102509000,기타,Other,,
3102600000,질산칼슘ㆍ질산암모늄의 겹염과 혼합물,Double salts and mixtures of calcium nitrate and ammonium nitrate,,
3102800000,요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다),Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,,
3102901000,질산칼슘과 질산마그네슘의 겹염,Double salts of calcium nitrate and magnesium nitrate,,
3102909000,기타,Other,,
3103110000,오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것,Containing by weight 35 % or more of diphosphorus pentaoxide (P2O5),,
3103190000,기타,Other,,
3103901000,소성인산석회,Disintegrated (calcined) calcium phosphates,,
3103902000,오르토인산수소칼슘(플루오르의 함유량이 전중량의 100분의 0.2 이상으로 한정한다),Calcium hydrogenorthophosphate containing not less than 0.2 % by weight of fluorine,,
3103903000,기타 인산석회,Other calcium phosphate,,
3103904000,혼합 인산질비료,Mixtures of phosphatic fertilisers,,
3103909000,기타,Other,,
3104200000,염화칼륨,Potassium chloride,,
3104301000,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 52 이하인 것,Not more than 52 % by weight of K2O,,
3104309000,기타,Other,,
31049010,황산마그네슘칼륨,Magnesium potassium sulphate,,
3104901010,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 30 이하인 것,Not more than 30 % by weight of K2O,,
3104901090,기타,Other,,
3104909000,기타,Other,,
3105100000,이 류에 열거한 물품을 둥글넓적한(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것,Goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,,
3105200000,질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium",,
3105300000,오르토인산수소 이암모늄(인산이암모늄),Diammonium hydrogenorthophosphate (diammonium phosphate),,
3105400000,"오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물",Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),,
3105510000,질산염과 인산염을 함유한 비료,Containing nitrates and phosphates,,
3105590000,기타,Other,,
3105600000,인과 칼륨을 함유한 광물성 비료나 화학비료,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,,
3105901000,질소와 칼륨을 함유한 비료,Fertilisers containing nitrogen and potassium,,
3105909000,기타,Other,,
3201100000,퀘브라쵸 추출물(quebracho extract),Quebracho extract,,
3201200000,왓틀 추출물(wattle extract),Wattle extract,,
32019010,식물성 유연용 추출물(extract),Tanning extracts of vegetable origin,,
3201901010,망그로브 추출물(extract),Extracts from mangrove,,
3201901020,미로보란 추출물(extract),Extracts from myrobolans,,
3201901040,감비어 추출물(extract),Extracts from gambier,,
3201901090,기타,Other,,
3201902000,탄닌산과 그 염,Tannins (tannic acids) and their salts,,
3201903000,탄닌의 에테르나 에스테르,Ethers or esters of tannins,,
3201904000,그 밖의 탄닌의 유도체,Other derivatives of tannins,,
3202101000,방향족 신탄스,Aromatic syntans,,
3202102000,염화 알킬술폰,Alkylsulphonylchlorides,,
3202103000,수지성 유연제,Resinic tanning products,,
3202109000,기타,Other,,
